"Gene" "Species" "DnDs"
"1515" "CytB" "Epinephelus_marginatus" 0.0216855854856675
"1518" "CytB" "Epinephelus_moara" 0.0200584607896215
"1523" "CytB" "Episoriculus_fumidus" 0.0157965404333014
"1524" "CytB" "Episoriculus_leucops" 0.0212846226669015
"1526" "CytB" "Episoriculus_macrurus" 0.012176343732211
"1528" "CytB" "Epomophorus_gambianus" 0.0456604551499198
"1529" "CytB" "Epomops_buettikoferi" 0.0349945608489867
"1530" "CytB" "Epomops_franqueti" 0.0493866491988606
"1536" "CytB" "Equus_asinus" 0.014554003843971
"1548" "CytB" "Equus_caballus" 0.00489670222025023
"1556" "CytB" "Equus_hemionus" 0.015712945767467
"1558" "CytB" "Equus_kiang" 0.00518319996637813
"1562" "CytB" "Equus_przewalskii" 0.0048858355928332
"1565" "CytB" "Equus_zebra" 0.00499179400435834
"1568" "CytB" "Eremias_argus" 0.0550827063298534
"1569" "CytB" "Eremias_brenchleyi" 0.0431534606900124
"1570" "CytB" "Eremias_persica" 0.0502287673547955
"1571" "CytB" "Eremias_velox" 0.0603407218653733
"1576" "CytB" "Eretmochelys_imbricata" 0.0333734572316632
"1582" "CytB" "Erinaceus_europaeus" 0.0623577248391833
"1587" "CytB" "Erpetoichthys_calabaricus" 0.0252318012577521
"1592" "CytB" "Eschrichtius_robustus" 0.0478836337018717
"1595" "CytB" "Esox_lucius" 0.027915633405482
"1598" "CytB" "Esox_reichertii" 0
"1599" "CytB" "Etheostoma_bison" 0.0226196599772223
"1600" "CytB" "Etheostoma_caeruleum" 0.0179174389225424
"1601" "CytB" "Etheostoma_crossopterum" 0.008841765967382
"1602" "CytB" "Etheostoma_fragi" 0.271459110817582
"1603" "CytB" "Etheostoma_kantuckeense" 0.0171336479061578
"1604" "CytB" "Etheostoma_lawrencei" 0.015111811085706
"1605" "CytB" "Etheostoma_nigripinne" 0.0216529841494053
"1606" "CytB" "Etheostoma_olmstedi" 0.0991463009459236
"1607" "CytB" "Etheostoma_spectabile" 0.00519901625648989
"1608" "CytB" "Etheostoma_tetrazonum" 0.0046893696890038
"1609" "CytB" "Etheostoma_uniporum" 0.00942937601199266
"1610" "CytB" "Etroplus_maculatus" 0.0255486985504935
"1611" "CytB" "Euchiloglanis_kishinouyei" 0.0832272834369194
"1612" "CytB" "Euchoreutes_naso" 0.152003732198513
"1613" "CytB" "Eudorcas_rufifrons" 0.0374088779112344
"1614" "CytB" "Eudyptes_chrysocome" 0.0545981311980007
"1625" "CytB" "Eulemur_rubriventer" 0.0370273914467545
"1632" "CytB" "Eulemur_rufus" 0.0323584992675537
"1633" "CytB" "Eumetopias_jubatus" 0.0721533467023344
"1639" "CytB" "Eunectes_notaeus" 0.0875555738756837
"1643" "CytB" "Eurycea_multiplicata" 0.0336629293989696
"1645" "CytB" "Eurycea_tynerensis" 0.0612324769141592
"1648" "CytB" "Euthynnus_affinis" 0.00498959973013455
"1651" "CytB" "Exocoetus_monocirrhus" 0.0392309387037718
"1652" "CytB" "Exocoetus_volitans" 0.00502119530627208
"1653" "CytB" "Falco_cherrug" 0.0285986030111024
"1654" "CytB" "Falco_naumanni" 0.0639778290819129
"1657" "CytB" "Falco_peregrinus" 0.0110098971058888
"1660" "CytB" "Falco_sparverius" 0.0477910801083678
"1663" "CytB" "Falco_tinnunculus" 0.050163757068022
"1664" "CytB" "Felis_catus" 0.0430821950587893
"1666" "CytB" "Felis_silvestris" 0.0746134728312041
"1668" "CytB" "Ficedula_hyperythra" 0.0601190948586516
"1676" "CytB" "Forpus_modestus" 0.0574164078927635
"1677" "CytB" "Forpus_passerinus" 0.0308290265486385
"1679" "CytB" "Forpus_xanthopterygius" 0.0799693886763417
"1683" "CytB" "Fringilla_montifringilla" 0.00559112645892542
"1690" "CytB" "Fundulus_heteroclitus" 0.0209675238616052
"1698" "CytB" "Fundulus_olivaceus" 0.0277880881182275
"1703" "CytB" "Gadus_chalcogrammus" 0.00876941146397508
"1709" "CytB" "Gadus_macrocephalus" 0
"1714" "CytB" "Gadus_morhua" 0.00551432558755251
"1720" "CytB" "Galago_senegalensis" 0.0640508294108235
"1721" "CytB" "Galaxias_gollumoides" 0.00624680700698206
"1723" "CytB" "Galaxias_truttaceus" 0.00545802060442046
"1724" "CytB" "Galaxiella_nigrostriata" 0.030667591543152
"1725" "CytB" "Galea_musteloides" 0.0511389020827838
"1726" "CytB" "Galemys_pyrenaicus" 0.0320764625772838
"1727" "CytB" "Galeocerdo_cuvier" 0.138687636064872
"1730" "CytB" "Gallotia_galloti" 0.0340672815398293
"1735" "CytB" "Gallus_gallus" 0.589167139132453
"1746" "CytB" "Garra_gotyla" 0.0302806199418433
"1747" "CytB" "Garra_imberba" 0.0198444103851518
"1748" "CytB" "Garra_orientalis" 0.0186726655192013
"1752" "CytB" "Garrulax_canorus" 0.0559822917017829
"1755" "CytB" "Garrulax_chinensis" 0.0567492657696149
"1757" "CytB" "Garrulax_poecilorhynchus" 0.0282905285715827
"1758" "CytB" "Garrulus_glandarius" 0.0608664288158254
"1760" "CytB" "Gazella_arabica" 0.0192485641683728
"1762" "CytB" "Gazella_dorcas" 0.0447257525108324
"1765" "CytB" "Gazella_leptoceros" 0.0461322933152647
"1766" "CytB" "Gazella_subgutturosa" 0.108903079193961
"1768" "CytB" "Gekko_gecko" 0.16468489783121
"1770" "CytB" "Gekko_swinhonis" 0.044415585445764
"1772" "CytB" "Genetta_genetta" 0.0386880683283464
"1773" "CytB" "Genetta_maculata" 0.0742157065560982
"1774" "CytB" "Genetta_pardina" 0.0373816942232417
"1775" "CytB" "Genetta_servalina" 0.0317966330654729
"1779" "CytB" "Gerbilliscus_leucogaster" 0.0911386952353729
"1781" "CytB" "Gerbillus_gerbillus" 0.0296643442174105
"1782" "CytB" "Gerbillus_henleyi" 0.0578281818628008
"1783" "CytB" "Gerbillus_nancillus" 0.0965862097287069
"1784" "CytB" "Gerbillus_nanus" 0.0507017289160435
"1785" "CytB" "Gerbillus_pyramidum" 0.280972826129499
"1786" "CytB" "Gerbillus_tarabuli" 0
"1789" "CytB" "Gila_conspersa" 0.0188349315046892
"1790" "CytB" "Gila_nigrescens" 0.0127786118943409
"1791" "CytB" "Gila_robusta" 0.0238949797566953
"1792" "CytB" "Giraffa_camelopardalis_angolensis" 0.0592080499375647
"1793" "CytB" "Giraffa_camelopardalis" 0.130907657745244
"1794" "CytB" "Girardinus_metallicus" 0.217011163220179
"1795" "CytB" "Glaucomys_sabrinus" 0.0209267127188911
"1796" "CytB" "Glirulus_japonicus" 0.0293787970771956
"1798" "CytB" "Globicephala_macrorhynchus" 0.0319581591171104
"1801" "CytB" "Gloydius_brevicaudus" 0.077757776440086
"1803" "CytB" "Gloydius_halys" 0.0751453716949638
"1804" "CytB" "Gloydius_intermedius" 0.105371008745777
"1806" "CytB" "Gloydius_saxatilis" 0.0687679221051127
"1808" "CytB" "Gloydius_shedaoensis" 0
"1810" "CytB" "Gloydius_ussuriensis" 0.132923401767391
"1821" "CytB" "Glyptocephalus_zachirus" 0.00763505724126682
"1822" "CytB" "Glyptothorax_trilineatus" 0.0243479376858733
"1823" "CytB" "Glyptothorax_zanaensis" 0.0577476916676529
"1824" "CytB" "Gnathonemus_petersii" 0.017185783782925
"1825" "CytB" "Gnathopogon_elongatus" 0.0129839494479504
"1826" "CytB" "Gobio_gobio" 0.015639985776229
"1827" "CytB" "Gobiobotia_brevibarba" 0.148010837620276
"1828" "CytB" "Gobiobotia_macrocephala" 0.00924228428204866
"1829" "CytB" "Gobiobotia_naktongensis" 0.0101974585311214
"1830" "CytB" "Gobiocypris_rarus" 0.0215801642078228
"1831" "CytB" "Gobiomorphus_australis" 0
"1839" "CytB" "Gracilinanus_agilis" 0.0256406599839726
"1841" "CytB" "Graomys_griseoflavus" 0.0347841029766597
"1842" "CytB" "Grus_antigone" 0.0618767481372623
"1843" "CytB" "Grus_canadensis" 0.0202956731089221
"1844" "CytB" "Grus_japonensis" 0.0288845836530038
"1847" "CytB" "Gulo_gulo" 0.0436912402125493
"1853" "CytB" "Gymnocypris_eckloni" 0.0360303797892382
"1855" "CytB" "Gymnocypris_namensis" 0.0365388754533353
"1856" "CytB" "Gymnocypris_przewalskii_ganzihonensis" 0
"1857" "CytB" "Gymnocypris_przewalskii" 0.0365812871907261
"1860" "CytB" "Gymnocypris_waddellii" 0.0185051640379848
"1863" "CytB" "Gymnodiptychus_dybowskii" 0.0264260701622122
"1867" "CytB" "Gymnodiptychus_pachycheilus" 0.014171871190578
"1878" "CytB" "Handleyomys_alfaroi" 0.0404949986912803
"1879" "CytB" "Handleyomys_chapmani" 0.0446723581362226
"1880" "CytB" "Handleyomys_rostratus" 0.0212660110547889
"1886" "CytB" "Hatcheria_macraei" 0.0594830338309957
"1887" "CytB" "Helicolenus_dactylopterus" 0.0174239312221974
"1889" "CytB" "Hemibagrus_guttatus" 0.0262987728757621
"1890" "CytB" "Hemibagrus_macropterus" 0.024556685225362
"1891" "CytB" "Hemiculter_eigenmanni" 0.00873631961951904
"1892" "CytB" "Hemiculter_leucisculus" 0
"1895" "CytB" "Hemiechinus_auritus" 0.06163842199392
"1896" "CytB" "Hemiphyllodactylus_yunnanensis" 0.0788761281495247
"1897" "CytB" "Hemisalanx_brachyrostralis" 0.00363448085889522
"1902" "CytB" "Henicorhina_leucosticta" 0.0517193305992124
"1906" "CytB" "Herichthys_minckleyi" 0.0455802597590085
"1908" "CytB" "Herpestes_javanicus" 0.0326802762150206
"1913" "CytB" "Herzensteinia_microcephalus" 0.00729517551414675
"1919" "CytB" "Heterandria_formosa" 0.0404224635221096
"1920" "CytB" "Heterocephalus_glaber" 0.0613399886884649
"1926" "CytB" "Heteronotia_binoei" 0.55340122229802
"1934" "CytB" "Heterotis_niloticus" 0.0798345709300737
"1935" "CytB" "Hexagrammos_otakii" 0.00499462544571705
"1938" "CytB" "Hierophis_gemonensis" 0.0515763420328199
"1941" "CytB" "Hippocampus_abdominalis" 0.0324078791115917
"1942" "CytB" "Hippocampus_comes" 1.02311261370603
"1943" "CytB" "Hippocampus_erectus" 0.0287473825363779
"1944" "CytB" "Hippocampus_ingens" 0.0281865847348652
"1945" "CytB" "Hippocampus_kelloggi" 0.0306014533251719
"1946" "CytB" "Hippocampus_kuda" 0.0271218333341426
"1947" "CytB" "Hippocampus_reidi" 0.0313637295527665
"1948" "CytB" "Hippocampus_sp" 0.0461507390485737
"1949" "CytB" "Hippocampus_trimaculatus" 0.0316218001726152
"1952" "CytB" "Hippoglossoides_robustus" 0.154781350862552
"1954" "CytB" "Hippoglossus_hippoglossus" 0.0212306467319487
"1958" "CytB" "Hippoglossus_stenolepis" 0.0237012535826161
"1962" "CytB" "Hipposideros_armiger" 0.0234295419123801
"1963" "CytB" "Hipposideros_caffer" 0.032284959124051
"1964" "CytB" "Hipposideros_larvatus" 0.0181107068347761
"1965" "CytB" "Hipposideros_pomona" 0.0465352030266573
"1966" "CytB" "Hipposideros_pratti" 0.0183699054075815
"1967" "CytB" "Hipposideros_ruber" 0.0233113834214679
"1968" "CytB" "Hippotragus_niger" 0.0579562911129275
"1969" "CytB" "Hirundo_rustica" 0.0477419300591326
"1970" "CytB" "Holochilus_chacarius" 0.0364692824730215
"1971" "CytB" "Homatula_potanini" 0.0299148178914514
"1972" "CytB" "Homatula_variegata" 0.0117541871688173
"1973" "CytB" "Hoplobatrachus_rugulosus" 0.0415054212674336
"1974" "CytB" "Hoplobatrachus_tigerinus" 0.0470083559121143
"1975" "CytB" "Horabagrus_brachysoma" 0.037733270072795
"1977" "CytB" "Hucho_taimen" 0.0105660696644641
"1981" "CytB" "Huso_dauricus" 0.0310203688852212
"1982" "CytB" "Huso_huso" 0
"1983" "CytB" "Hydropotes_inermis_argyropus" 0.0227620920381315
"1987" "CytB" "Hydropotes_inermis" 0.017612802437774
"1995" "CytB" "Hylaeamys_megacephalus" 0.0377709005222719
"1999" "CytB" "Hylobates_agilis" 0.0875802596572227
"2011" "CytB" "Hylobates_lar" 0.109224660720453
"2018" "CytB" "Hylobates_pileatus" 0.112804648550733
"2019" "CytB" "Hylomys_suillus" 0.0480417538468145
"2022" "CytB" "Hynobius_amjiensis" 0.0212043548162181
"2023" "CytB" "Hynobius_chinensis" 0.0514509177784694
"2025" "CytB" "Hynobius_leechii" 0.0288209736220287
"2027" "CytB" "Hynobius_nebulosus" 0.037680536087403
"2028" "CytB" "Hynobius_tokyoensis" 0.0405526704099988
"2029" "CytB" "Hynobius_yiwuensis" 0.0884763491750873
"2031" "CytB" "Hyperoglyphe_japonica" 0.0297662078446922
"2032" "CytB" "Hypomesus_olidus" 0.00212841039283297
"2035" "CytB" "Hypophthalmichthys_molitrix" 0.00925612559858611
"2044" "CytB" "Hypophthalmichthys_nobilis" 0.00705402966085812
"2054" "CytB" "Hypseleotris_galii" 0.021748979515023
"2055" "CytB" "Hypseleotris_klunzingeri" 0
"2057" "CytB" "Hypsignathus_monstrosus" 0.0422687920013003
"2058" "CytB" "Iberochondrostoma_olisiponensis" 0.0307791949328193
"2060" "CytB" "Ichthyophis_bannanicus" 0.0803568940746709
"2062" "CytB" "Ictalurus_pricei" 0.102523370144205
"2063" "CytB" "Ictalurus_punctatus" 0.0325561587901456
"2064" "CytB" "Icterus_cayanensis" 0.0747897912668404
"2066" "CytB" "Ictidomys_parvidens" 0.0208805935126696
"2067" "CytB" "Ictidomys_tridecemlineatus" 0.0136978244883284
"2068" "CytB" "Ictiobus_bubalus" 0.00960107162761991
"2070" "CytB" "Imantodes_cenchoa" 0.0728921978717279
"2072" "CytB" "Indotestudo_elongata" 0.136290963704671
"2073" "CytB" "Indotestudo_forstenii" 0.0464507460812815
"2079" "CytB" "Indri_indri" 0.0536204400257289
"2085" "CytB" "Inia_boliviensis" 0.104529464544973
"2086" "CytB" "Inia_geoffrensis" 0.0684518856950113
"2091" "CytB" "Istiophorus_platypterus" 0.00955567953774711
"2095" "CytB" "Ithaginis_cruentus" 0.0373833315549157
"2097" "CytB" "Jaculus_jaculus" 0.0398832371836864
"2098" "CytB" "Jinshaia_sinensis" 0.0629535663715737
"2106" "CytB" "Kerivoula_minuta" 0.0188053684987126
"2108" "CytB" "Kobus_ellipsiprymnus" 0.0497133698159167
"2109" "CytB" "Kobus_leche" 0.0314096636000622
"2110" "CytB" "Koreocobitis_rotundicaudata" 0.00881724995467127
"2113" "CytB" "Labeo_bata" 0.0296145673766749
"2114" "CytB" "Labeo_boggut" 0.10812313871305
"2117" "CytB" "Labeo_fimbriatus" 0.0171703059634128
"2120" "CytB" "Labeo_gonius" 0.0242070875530325
"2125" "CytB" "Labeo_rohita" 0.0197620885502123
"2130" "CytB" "Labeobarbus_intermedius" 0.035075543036153
"2132" "CytB" "Lacerta_bilineata" 0.0663251096183693
"2133" "CytB" "Lacerta_viridis_viridis" 0.0422789347340657
"2134" "CytB" "Ladislavia_taczanowskii" 0.0164476274186452
"2135" "CytB" "Lagenorhynchus_albirostris" 0.0674903084764166
"2136" "CytB" "Lagocephalus_inermis" 0.184620084302769
"2137" "CytB" "Lagocephalus_lunaris" 0.0566385019628339
"2138" "CytB" "Lagocephalus_spadiceus" 0.0259293184319758
"2140" "CytB" "Lagothrix_lagotricha" 0.0493484209429948
"2142" "CytB" "Lama_glama" 0.038237344359961
"2144" "CytB" "Lama_guanicoe" 0.0388544046525843
"2149" "CytB" "Lampetra_appendix" 0.190822062872315
"2156" "CytB" "Lampetra_sp" 0.102300433085559
"2157" "CytB" "Lampetra_tridentata" 0
"2158" "CytB" "Lampornis_amethystinus" 0.0194975671349435
"2159" "CytB" "Lampris_guttatus" 0.0377155990829442
"2161" "CytB" "Lamprologus_tigripictilis" 0.0207116007320028
"2162" "CytB" "Lampropeltis_alterna" 0.10100373084795
"2163" "CytB" "Lampropeltis_getula" 0.0278709666550797
"2164" "CytB" "Lampropeltis_mexicana" 0.0705840447778164
"2165" "CytB" "Lampropeltis_pyromelana" 0.132451028463134
"2166" "CytB" "Lampropeltis_triangulum" 0.0442187409898488
"2167" "CytB" "Lanius_bucephalus" 0
"2169" "CytB" "Lanius_collurio" 0.0166374621459758
"2170" "CytB" "Lanius_cristatus" 0.0208280505037486
"2171" "CytB" "Lanius_meridionalis" 0.0386023050824332
"2172" "CytB" "Lanius_schach" 0.014787340501175
"2173" "CytB" "Lanius_tephronotus" 0.0304838323701892
"2179" "CytB" "Laonastes_aenigmamus" 0.0554652504539075
"2186" "CytB" "Larimichthys_crocea" 0.0220755877658786
"2187" "CytB" "Larimichthys_polyactis" 0.0243501116960215
"2188" "CytB" "Larus_argentatus" 0.0270991296434731
"2189" "CytB" "Larus_canus" 0.0411231319570114
"2190" "CytB" "Larus_dominicanus" 0.116593310302044
"2192" "CytB" "Larus_fuscus" 0.0686153092155931
"2193" "CytB" "Larus_hyperboreus" 0.0308973762486895
"2194" "CytB" "Larus_marinus" 0
"2196" "CytB" "Larus_vegae" 0.0471478496042182
"2198" "CytB" "Lasiurus_borealis" 0.0245706342316502
"2200" "CytB" "Lateolabrax_japonicus" 0.0332050420754745
"2201" "CytB" "Lates_calcarifer" 0.0271971695200811
"2202" "CytB" "Lefua_costata" 0.0233388964444038
"2203" "CytB" "Leiocassis_longirostris" 0.0296438454452857
"2205" "CytB" "Leiolepis_reevesii" 0.0227571809881399
"2212" "CytB" "Lemur_catta" 0.0392298069360032
"2219" "CytB" "Leopardus_pardalis" 0.0608239352604442
"2222" "CytB" "Leopoldamys_edwardsi" 0.0443487709898494
"2223" "CytB" "Leopoldamys_neilli" 0.0443655596299461
"2225" "CytB" "Lepidochelys_olivacea" 0.0803177056042724
"2227" "CytB" "Lepidomeda_copei" 0.0273360807411416
"2230" "CytB" "Lepidophyma_flavimaculatum" 0.0673468984373735
"2233" "CytB" "Lepidorhombus_boscii" 0.0417398265145179
"2234" "CytB" "Lepidorhombus_whiffiagonis" 0.0326365828076103
"2235" "CytB" "Lepilemur_ankaranensis" 0.168416827186635
"2237" "CytB" "Lepilemur_dorsalis" 0.139262990590524
"2240" "CytB" "Lepilemur_edwardsi" 0.122565862704423
"2245" "CytB" "Lepilemur_ruficaudatus" 0.154846198057204
"2249" "CytB" "Lepilemur_septentrionalis" 0.154025168173897
"2250" "CytB" "Lepisosteus_oculatus" 0.0454439139209033
"2251" "CytB" "Lepisosteus_osseus" 0.0386839965954967
"2252" "CytB" "Lepisosteus_platyrhincus" 0.0598599114194943
"2253" "CytB" "Lepomis_cyanellus" 0.0218286596172216
"2254" "CytB" "Lepomis_gibbosus" 0.0227436231820164
"2255" "CytB" "Lepomis_macrochirus" 0.027814871808069
"2257" "CytB" "Lepomis_megalotis" 0.0168506323095267
"2258" "CytB" "Leptobotia_elongata" 0.0223085863032559
"2259" "CytB" "Leptobotia_taeniops" 0
"2260" "CytB" "Leptobrachium_ailaonicum" 0.0242343786231145
"2261" "CytB" "Leptodeira_annulata" 0.0824350804764599
"2262" "CytB" "Leptodeira_septentrionalis" 0.056995589652907
"2263" "CytB" "Leptonychotes_weddellii" 0.0363819872886339
"2266" "CytB" "Lepturichthys_fimbriata" 0
"2267" "CytB" "Lepus_americanus" 0.0230156235055744
"2268" "CytB" "Lepus_brachyurus" 0.0446688473794256
"2270" "CytB" "Lepus_californicus" 0.00694795431318465
"2271" "CytB" "Lepus_capensis" 0.0152597464022675
"2274" "CytB" "Lepus_coreanus" 0.0247116977212704
"2280" "CytB" "Lepus_europaeus" 0.0162833984281461
"2287" "CytB" "Lepus_hainanus" 0.0265703390553563
"2289" "CytB" "Lepus_mandshuricus" 0.0297719170417386
"2291" "CytB" "Lepus_oiostolus" 0.0372951568010906
"2293" "CytB" "Lepus_sinensis" 0.0325582835350714
"2300" "CytB" "Lepus_timidus" 0.0327162862973963
"2307" "CytB" "Lepus_tolai" 0.0797837387950974
"2308" "CytB" "Lepus_yarkandensis" 0.0279018359404876
"2312" "CytB" "Lethenteron_camtschaticum" 0.0456482507548629
"2316" "CytB" "Lethenteron_reissneri" 0.22411399553474
"2317" "CytB" "Lethrinus_olivaceus" 0.0366016097190022
"2318" "CytB" "Leuciscus_waleckii" 0.00687766042452497
"2324" "CytB" "Liobagrus_anguillicauda" 0.0517234390750154
"2325" "CytB" "Liobagrus_marginatus" 0.0292459833363777
"2326" "CytB" "Liobagrus_mediadiposalis" 0.0292826494677063
"2327" "CytB" "Lissemys_punctata" 0.0671483593249884
"2328" "CytB" "Lissemys_scutata" 0.0705219873101732
"2332" "CytB" "Lithognathus_mormyrus" 0.0246313211515314
"2333" "CytB" "Liza_affinis" 0.0191125220366351
"2337" "CytB" "Lophius_americanus" 0.0164503052790586
"2338" "CytB" "Lophius_budegassa" 0.0578034697463894
"2339" "CytB" "Lophius_litulon" 0.191000860926353
"2340" "CytB" "Lophius_piscatorius" 0.49294725916108
"2342" "CytB" "Lophostoma_silvicolum" 0.0375368135533966
"2343" "CytB" "Lophura_nycthemera" 0.0494307200999002
"2344" "CytB" "Loris_tardigradus" 0.096555768590933
"2348" "CytB" "Lota_lota" 0.0206333507523567
"2353" "CytB" "Loxia_curvirostra" 0.00610144654139321
"2355" "CytB" "Loxodonta_africana" 0.110567193361648
"2362" "CytB" "Loxodonta_cyclotis" 0.109111004471439
"2370" "CytB" "Luscinia_cyanura" 0.0513674315939305
"2372" "CytB" "Luscinia_rufilata" 0.045634205813534
"2375" "CytB" "Lutjanus_argentimaculatus" 0.00711838667149268
"2377" "CytB" "Lutjanus_malabaricus" 0.0110256686687559
"2379" "CytB" "Lutra_lutra" 0.0869432092475222
"2380" "CytB" "Lutrogale_perspicillata" 0.0665758026709925
"2381" "CytB" "Lycengraulis_grossidens" 0.0100581711895969
"2382" "CytB" "Lycodes_matsubarai" 0.0198031513149733
"2383" "CytB" "Lycodon_ruhstrati" 0.0379236032240043
"2387" "CytB" "Lynx_lynx" 0.0521726733682811
"2397" "CytB" "Lynx_rufus" 0.0514488559896149
"2408" "CytB" "Macaca_fascicularis" 0.139790853824364
"2420" "CytB" "Macaca_mulatta" 0.10653328612035
"2426" "CytB" "Macaca_nemestrina" 0.152439272562858
"2430" "CytB" "Macaca_tonkeana" 0.133261382951515
"2436" "CytB" "Macropodus_opercularis" 0.0154097314164201
"2438" "CytB" "Malacochersus_tornieri" 0.0460366593899442
"2444" "CytB" "Mammuthus_columbi" 0
"2455" "CytB" "Mammuthus_primigenius" 0.0852843954015061
"2470" "CytB" "Mandrillus_leucophaeus" 0.132051881731678
"2473" "CytB" "Manis_temminckii" 0.0747067256476359
"2478" "CytB" "Manouria_emys" 0.096121826159003
"2482" "CytB" "Marmosa_mexicana" 0.0249024842507491
"2483" "CytB" "Marmosa_murina" 0.0279514880879541
"2485" "CytB" "Marmosops_bishopi" 0.0342124804788226
"2486" "CytB" "Marmosops_caucae" 0.0274506012480157
"2487" "CytB" "Marmosops_incanus" 0.0402076036191919
"2488" "CytB" "Marmosops_noctivagus" 0.0118209878667044
"2489" "CytB" "Marmota_himalayana" 0.126010049060773
"2490" "CytB" "Martes_americana" 0.0373277731136165
"2491" "CytB" "Martes_flavigula" 0.0559827927591813
"2493" "CytB" "Martes_foina" 0.0365190976657294
"2494" "CytB" "Martes_martes" 0.0431693940332354
"2495" "CytB" "Martes_melampus" 0.0347460746176161
"2500" "CytB" "Martes_pennanti" 0.0335416808870878
"2511" "CytB" "Martes_zibellina" 0.0328950305318772
"2518" "CytB" "Mastacembelus_armatus" 0.038086606512221
"2519" "CytB" "Mastacembelus_brichardi" 0.646012589709867
"2522" "CytB" "Mauremys_caspica" 0.130476667001446
"2523" "CytB" "Mauremys_japonica" 0.110245307472122
"2529" "CytB" "Mauremys_mutica" 0.0780806761405133
"2536" "CytB" "Mauremys_reevesii" 0.125818890047273
"2537" "CytB" "Mauremys_rivulata" 0
"2538" "CytB" "Maxomys_surifer" 0.025137906932706
"2540" "CytB" "Mazama_gouazoupira" 0.0296012275716222
"2541" "CytB" "Meda_fulgida" 0.0234400853081252
"2546" "CytB" "Megalobrama_amblycephala" 0.0249250384953005
"2553" "CytB" "Megalobrama_pellegrini" 0
"2562" "CytB" "Megalobrama_terminalis" 0.0107302907642786
"2567" "CytB" "Megaloglossus_woermanni" 0.0477626400085728
"2569" "CytB" "Megaptera_novaeangliae" 0.0782554845440842
"2573" "CytB" "Melanogrammus_aeglefinus" 0.0269613246556259
"2574" "CytB" "Melanosuchus_niger" 0.114072005650332
"2577" "CytB" "Melanotaenia_australis" 0.0155368080927947
"2581" "CytB" "Melanotaenia_goldiei" 0.0796306728780202
"2583" "CytB" "Melanotaenia_maccullochi" 0.0130271302797927
"2584" "CytB" "Melanotaenia_praecox" 0.0164956927177507
"2587" "CytB" "Melanotaenia_splendida" 0.0202896773858382
"2590" "CytB" "Meles_meles" 0.0337299231160001
"2594" "CytB" "Melursus_ursinus" 0.123993772555575
"2595" "CytB" "Meriones_libycus" 0.24029310961474
"2597" "CytB" "Meriones_meridianus" 0.0299235691914763
"2598" "CytB" "Meriones_tamariscinus" 0.0175172354244823
"2599" "CytB" "Meriones_unguiculatus" 0.0355194285914171
"2601" "CytB" "Merlangius_merlangus" 0.00677660246136155
"2602" "CytB" "Merluccius_merluccius" 0.123971471668628
"2609" "CytB" "Mesoplodon_densirostris" 0.0406194265996442
"2621" "CytB" "Mesoplodon_europaeus" 0.00819694125890786
"2633" "CytB" "Microcebus_griseorufus" 0.0416395116064173
"2635" "CytB" "Microcebus_lehilahytsara" 0.0504088957970389
"2637" "CytB" "Microcebus_mittermeieri" 0.0473200514627288
"2643" "CytB" "Microcebus_murinus" 0.061141306748131
"2651" "CytB" "Microcebus_myoxinus" 0.18653382248515
"2653" "CytB" "Microcebus_ravelobensis" 0.0362955885519573
"2658" "CytB" "Microcebus_rufus" 0.0509441923322549
"2663" "CytB" "Microcebus_simmonsi" 0.0393017904710019
"2665" "CytB" "Microcebus_tavaratra" 0.0347745549289764
"2666" "CytB" "Microcerculus_marginatus" 0.0484441154167349
"2667" "CytB" "Microchirus_variegatus" 0.0649865004238664
"2668" "CytB" "Micromesistius_poutassou" 0.0152561475759431
"2669" "CytB" "Micromys_minutus" 0.0332230008361901
"2670" "CytB" "Micronycteris_megalotis" 0.0381548636560081
"2671" "CytB" "Microphysogobio_alticorpus" 0.0173340888709946
"2672" "CytB" "Microphysogobio_brevirostris" 0.00348143855253558
"2673" "CytB" "Microphysogobio_fukiensis" 0.0345060471696011
"2674" "CytB" "Microphysogobio_koreensis" 0
"2675" "CytB" "Micropteropus_pusillus" 0.0510321024027865
"2676" "CytB" "Micropterus_coosae" 0.0143258487029169
"2677" "CytB" "Micropterus_dolomieu" 0.0170821708925862
"2679" "CytB" "Micropterus_floridanus" 0.0260583358054428
"2681" "CytB" "Micropterus_henshalli" 0.0224413185197892
"2682" "CytB" "Micropterus_punctulatus" 0.0180748077953833
"2683" "CytB" "Micropterus_salmoides" 0.0148246087447068
"2685" "CytB" "Microstomus_kitt" 0
"2686" "CytB" "Microtus_agrestis" 0.0214902233645968
"2688" "CytB" "Microtus_arvalis" 0.0256677315555403
"2689" "CytB" "Microtus_guentheri" 0.018486301703609
"2691" "CytB" "Microtus_limnophilus" 0.0489985747339508
"2692" "CytB" "Microtus_longicaudus" 0.028518007663021
"2693" "CytB" "Microtus_lusitanicus" 0.0536986931965596
"2694" "CytB" "Microtus_miurus" 0.0246016684620349
"2695" "CytB" "Microtus_obscurus" 0.0410146180676019
"2697" "CytB" "Microtus_pennsylvanicus" 0.0176973215820623
"2698" "CytB" "Microtus_subterraneus" 0.0291714299013922
"2699" "CytB" "Micrurus_fulvius" -547.691660307823
"2702" "CytB" "Miniopterus_schreibersii" 0.0384270463060685
"2704" "CytB" "Minla_ignotincta" 0.0231875597150111
